term,corr,state,freq
gm volume,-0.007,0,alpha
memory,-0.007,0,alpha
hippocampus,-0.007,0,alpha
rewarding,-0.007,0,alpha
attend,-0.007,0,alpha
memory processes,-0.007,0,alpha
button,-0.007,0,alpha
concurrent,-0.007,0,alpha
encoding retrieval,-0.007,0,alpha
cortex thalamus,-0.007,0,alpha
motor pre,-0.007,0,alpha
recognizing,-0.007,0,alpha
interference,-0.007,0,alpha
learning,-0.007,0,alpha
prediction error,-0.007,0,alpha
happy,-0.007,0,alpha
handedness,-0.007,0,alpha
fearful,-0.007,0,alpha
fearful faces,-0.007,0,alpha
motor control,-0.008,0,alpha
nogo,-0.008,0,alpha
maintenance,-0.008,0,alpha
compensate,-0.008,0,alpha
lateral medial,-0.008,0,alpha
sexual,-0.008,0,alpha
gains,-0.008,0,alpha
categories,-0.008,0,alpha
caudal,-0.008,0,alpha
locus,-0.008,0,alpha
task relevant,-0.008,0,alpha
motivational,-0.008,0,alpha
disorder,-0.008,0,alpha
learning task,-0.008,0,alpha
dorsal,-0.008,0,alpha
loop,-0.008,0,alpha
conjunction,-0.008,0,alpha
recollection,-0.008,0,alpha
reward anticipation,-0.008,0,alpha
timing,-0.008,0,alpha
cued,-0.008,0,alpha
occipital parietal,-0.008,0,alpha
sn,-0.008,0,alpha
reinforcement,-0.008,0,alpha
happy faces,-0.008,0,alpha
pre sma,-0.008,0,alpha
performance,-0.009,0,alpha
matching task,-0.009,0,alpha
dominant,-0.009,0,alpha
memory load,-0.009,0,alpha
mtl,-0.009,0,alpha
visual stimulus,-0.009,0,alpha
detected,-0.009,0,alpha
verbal working,-0.009,0,alpha
dopamine,-0.009,0,alpha
schizophrenic,-0.009,0,alpha
spatial temporal,-0.009,0,alpha
switching,-0.009,0,alpha
motivation,-0.009,0,alpha
cortex ventral,-0.009,0,alpha
pd,-0.009,0,alpha
sequential,-0.009,0,alpha
ventral dorsal,-0.009,0,alpha
expertise,-0.01,0,alpha
information,-0.01,0,alpha
incentive delay,-0.01,0,alpha
demand,-0.01,0,alpha
elderly,-0.01,0,alpha
wm,-0.01,0,alpha
congruency,-0.01,0,alpha
incentive,-0.01,0,alpha
passive viewing,-0.01,0,alpha
monetary incentive,-0.01,0,alpha
memory encoding,-0.01,0,alpha
encoding,-0.01,0,alpha
dopaminergic,-0.01,0,alpha
accumbens,-0.01,0,alpha
globus,-0.01,0,alpha
conditioning,-0.01,0,alpha
disease pd,-0.01,0,alpha
arterial spin,-0.01,0,alpha
ventral,-0.01,0,alpha
retrosplenial cortex,-0.01,0,alpha
junction tpj,-0.01,0,alpha
monetary,-0.01,0,alpha
arterial,-0.01,0,alpha
integrating,-0.01,0,alpha
posterior cingulate,-0.01,0,alpha
letters,-0.01,0,alpha
spontaneous,-0.01,0,alpha
conditioned,-0.01,0,alpha
recognize,-0.01,0,alpha
perceiving,-0.01,0,alpha
globus pallidus,-0.01,0,alpha
angry,-0.01,0,alpha
recognition,-0.01,0,alpha
pallidus,-0.01,0,alpha
nucleus accumbens,-0.01,0,alpha
pictures,-0.01,0,alpha
parkinson disease,-0.011,0,alpha
passively,-0.011,0,alpha
lobe mtl,-0.011,0,alpha
cognitive task,-0.011,0,alpha
switch,-0.011,0,alpha
attended,-0.011,0,alpha
confidence,-0.011,0,alpha
selection,-0.011,0,alpha
visual stimuli,-0.011,0,alpha
eyes,-0.011,0,alpha
rehabilitation,-0.011,0,alpha
task positive,-0.011,0,alpha
monitoring,-0.011,0,alpha
striatum,-0.011,0,alpha
orientation,-0.011,0,alpha
goal directed,-0.011,0,alpha
fasciculus,-0.011,0,alpha
compensation,-0.011,0,alpha
unilateral,-0.012,0,alpha
periaqueductal,-0.012,0,alpha
postcentral,-0.012,0,alpha
flexibility,-0.012,0,alpha
hypothalamus,-0.012,0,alpha
unfamiliar,-0.012,0,alpha
anticipation,-0.012,0,alpha
brainstem,-0.012,0,alpha
connectivity,-0.012,0,alpha
thalamic,-0.012,0,alpha
manual,-0.012,0,alpha
parkinson,-0.012,0,alpha
shifting,-0.012,0,alpha
erp,-0.012,0,alpha
reorganization,-0.012,0,alpha
risky,-0.012,0,alpha
real world,-0.012,0,alpha
deprivation,-0.012,0,alpha
temporal parietal,-0.013,0,alpha
ventral tegmental,-0.013,0,alpha
task difficulty,-0.013,0,alpha
images,-0.013,0,alpha
occipital lobe,-0.013,0,alpha
imitation,-0.013,0,alpha
parietal lobule,-0.013,0,alpha
dorsal attention,-0.013,0,alpha
intense,-0.013,0,alpha
encode,-0.013,0,alpha
tegmental,-0.013,0,alpha
cortex parietal,-0.013,0,alpha
remembered,-0.013,0,alpha
fiber,-0.013,0,alpha
caudate nucleus,-0.013,0,alpha
gyrus cerebellum,-0.013,0,alpha
familiar,-0.014,0,alpha
substantia,-0.014,0,alpha
lobule,-0.014,0,alpha
force,-0.014,0,alpha
depth,-0.014,0,alpha
working memory,-0.014,0,alpha
parahippocampal cortex,-0.014,0,alpha
contralateral,-0.014,0,alpha
working,-0.014,0,alpha
tapping,-0.014,0,alpha
cortico,-0.014,0,alpha
pointing,-0.014,0,alpha
cortex frontal,-0.014,0,alpha
callosum,-0.015,0,alpha
corpus,-0.015,0,alpha
item,-0.015,0,alpha
declines,-0.015,0,alpha
serial,-0.015,0,alpha
parahippocampal gyrus,-0.015,0,alpha
hippocampal,-0.015,0,alpha
videos,-0.015,0,alpha
stimulation tms,-0.015,0,alpha
corpus callosum,-0.015,0,alpha
foot,-0.015,0,alpha
illusion,-0.015,0,alpha
intervals,-0.015,0,alpha
cortex suggest,-0.015,0,alpha
sequence,-0.016,0,alpha
sensorimotor,-0.016,0,alpha
fa,-0.016,0,alpha
arithmetic,-0.016,0,alpha
premotor cortex,-0.016,0,alpha
sensorimotor network,-0.016,0,alpha
place,-0.016,0,alpha
memory wm,-0.017,0,alpha
anterior intraparietal,-0.017,0,alpha
temporal occipital,-0.017,0,alpha
load,-0.017,0,alpha
caudate,-0.017,0,alpha
inferior superior,-0.017,0,alpha
planning,-0.017,0,alpha
matching,-0.017,0,alpha
thalamus,-0.017,0,alpha
magnetic stimulation,-0.017,0,alpha
tracking,-0.017,0,alpha
episodic,-0.018,0,alpha
striatal,-0.018,0,alpha
stroke,-0.018,0,alpha
goals,-0.018,0,alpha
ganglia,-0.018,0,alpha
putamen,-0.018,0,alpha
midbrain,-0.018,0,alpha
subcortical,-0.018,0,alpha
parahippocampal,-0.018,0,alpha
gyrus precuneus,-0.018,0,alpha
basal ganglia,-0.018,0,alpha
parietal lobules,-0.019,0,alpha
muscle,-0.019,0,alpha
action,-0.019,0,alpha
subtraction,-0.019,0,alpha
arm,-0.019,0,alpha
preparation,-0.019,0,alpha
cortex cerebellum,-0.02,0,alpha
gaze,-0.02,0,alpha
shifts,-0.02,0,alpha
targets,-0.02,0,alpha
mirror,-0.02,0,alpha
space,-0.02,0,alpha
shapes,-0.02,0,alpha
interhemispheric,-0.02,0,alpha
basal,-0.02,0,alpha
sensorimotor cortex,-0.021,0,alpha
ipsilateral,-0.021,0,alpha
superior inferior,-0.021,0,alpha
motor performance,-0.021,0,alpha
body,-0.021,0,alpha
object recognition,-0.021,0,alpha
supplementary motor,-0.021,0,alpha
index finger,-0.021,0,alpha
mental imagery,-0.022,0,alpha
nucleus,-0.022,0,alpha
motor network,-0.022,0,alpha
cortex supplementary,-0.022,0,alpha
parietal network,-0.022,0,alpha
medial temporal,-0.022,0,alpha
dimensional,-0.023,0,alpha
motor sma,-0.023,0,alpha
visuo spatial,-0.023,0,alpha
predictions,-0.023,0,alpha
primary sensorimotor,-0.023,0,alpha
motor task,-0.024,0,alpha
symbolic,-0.024,0,alpha
category,-0.024,0,alpha
rest,-0.024,0,alpha
coordination,-0.024,0,alpha
eye movement,-0.024,0,alpha
occipitotemporal cortex,-0.025,0,alpha
color,-0.025,0,alpha
fronto,-0.025,0,alpha
video clips,-0.025,0,alpha
visuomotor,-0.025,0,alpha
letter,-0.025,0,alpha
supplementary,-0.025,0,alpha
episodic memory,-0.026,0,alpha
attention network,-0.026,0,alpha
visual motion,-0.026,0,alpha
nuclei,-0.026,0,alpha
motor function,-0.026,0,alpha
face recognition,-0.026,0,alpha
parietal occipital,-0.026,0,alpha
premotor,-0.027,0,alpha
handed,-0.027,0,alpha
finger tapping,-0.027,0,alpha
tasks,-0.027,0,alpha
vermis,-0.027,0,alpha
executed,-0.027,0,alpha
motor cortex,-0.028,0,alpha
occipital temporal,-0.028,0,alpha
limb,-0.029,0,alpha
retrosplenial,-0.03,0,alpha
finger,-0.03,0,alpha
perceptual,-0.03,0,alpha
hand movements,-0.03,0,alpha
visual attention,-0.03,0,alpha
eye field,-0.03,0,alpha
spatial information,-0.03,0,alpha
target,-0.03,0,alpha
primary motor,-0.031,0,alpha
occipitotemporal,-0.031,0,alpha
task,-0.031,0,alpha
movement,-0.031,0,alpha
visually,-0.031,0,alpha
vi,-0.032,0,alpha
motor premotor,-0.032,0,alpha
fronto parietal,-0.032,0,alpha
parietal frontal,-0.033,0,alpha
fixation,-0.033,0,alpha
fusiform gyri,-0.033,0,alpha
ffa,-0.033,0,alpha
locations,-0.033,0,alpha
preparatory,-0.033,0,alpha
saccade,-0.034,0,alpha
cerebellum,-0.034,0,alpha
face ffa,-0.034,0,alpha
lobules,-0.034,0,alpha
finger movements,-0.035,0,alpha
video,-0.035,0,alpha
visual perception,-0.035,0,alpha
cortex precuneus,-0.035,0,alpha
motor imagery,-0.036,0,alpha
hand,-0.036,0,alpha
visual field,-0.036,0,alpha
lingual,-0.037,0,alpha
fusiform gyrus,-0.037,0,alpha
cortex m1,-0.037,0,alpha
reaching,-0.037,0,alpha
grasping,-0.037,0,alpha
cerebellar,-0.038,0,alpha
lingual gyrus,-0.038,0,alpha
motion,-0.038,0,alpha
saccades,-0.038,0,alpha
m1,-0.038,0,alpha
frontal eye,-0.038,0,alpha
visuo,-0.038,0,alpha
frontoparietal network,-0.039,0,alpha
calculation,-0.039,0,alpha
intentional,-0.039,0,alpha
fusiform face,-0.04,0,alpha
virtual,-0.04,0,alpha
execution,-0.04,0,alpha
motor,-0.041,0,alpha
viewing,-0.041,0,alpha
action observation,-0.041,0,alpha
dorsal premotor,-0.042,0,alpha
faces,-0.042,0,alpha
visual cortices,-0.042,0,alpha
v5,-0.042,0,alpha
spl,-0.043,0,alpha
cortex ppc,-0.043,0,alpha
imagery,-0.044,0,alpha
frontoparietal,-0.044,0,alpha
selective,-0.044,0,alpha
selective attention,-0.045,0,alpha
ppc,-0.046,0,alpha
occipital gyrus,-0.047,0,alpha
eye fields,-0.047,0,alpha
rotation,-0.048,0,alpha
movements,-0.049,0,alpha
middle occipital,-0.049,0,alpha
parieto occipital,-0.05,0,alpha
sulcus ips,-0.05,0,alpha
occipito temporal,-0.051,0,alpha
hands,-0.051,0,alpha
primary visual,-0.051,0,alpha
face,-0.053,0,alpha
fusiform,-0.054,0,alpha
ips,-0.054,0,alpha
navigation,-0.054,0,alpha
orienting,-0.054,0,alpha
lateral occipital,-0.057,0,alpha
attention,-0.057,0,alpha
objects,-0.058,0,alpha
eye,-0.058,0,alpha
precuneus posterior,-0.059,0,alpha
parietal cortex,-0.059,0,alpha
object,-0.061,0,alpha
parieto,-0.061,0,alpha
ventral visual,-0.062,0,alpha
attentional,-0.062,0,alpha
spatial attention,-0.062,0,alpha
mt,-0.062,0,alpha
inferior occipital,-0.062,0,alpha
extrastriate,-0.064,0,alpha
location,-0.064,0,alpha
visuospatial,-0.064,0,alpha
visual cortex,-0.065,0,alpha
parietal,-0.065,0,alpha
eye movements,-0.066,0,alpha
occipito,-0.066,0,alpha
intraparietal sulcus,-0.07,0,alpha
vision,-0.072,0,alpha
intraparietal,-0.073,0,alpha
superior parietal,-0.073,0,alpha
posterior parietal,-0.073,0,alpha
visual stream,-0.077,0,alpha
sighted,-0.078,0,alpha
spatial,-0.079,0,alpha
early visual,-0.083,0,alpha
occipital cortex,-0.086,0,alpha
precuneus,-0.092,0,alpha
v1,-0.101,0,alpha
cuneus,-0.121,0,alpha
occipital,-0.152,0,alpha
visual,-0.152,0,alpha
visual,0.218,0,beta
occipital,0.217,0,beta
cuneus,0.171,0,beta
precuneus,0.166,0,beta
v1,0.141,0,beta
sighted,0.138,0,beta
occipital cortex,0.137,0,beta
vision,0.127,0,beta
early visual,0.126,0,beta
motion,0.124,0,beta
extrastriate,0.112,0,beta
object,0.111,0,beta
visual stream,0.108,0,beta
mt,0.106,0,beta
precuneus posterior,0.102,0,beta
objects,0.102,0,beta
occipital gyrus,0.1,0,beta
lateral occipital,0.095,0,beta
visual cortex,0.095,0,beta
spatial,0.095,0,beta
angular gyrus,0.092,0,beta
inferior occipital,0.092,0,beta
location,0.09,0,beta
occipito,0.089,0,beta
parieto,0.089,0,beta
sulcus,0.088,0,beta
parietal,0.088,0,beta
angular,0.087,0,beta
primary visual,0.087,0,beta
ventral visual,0.086,0,beta
intraparietal,0.083,0,beta
middle occipital,0.082,0,beta
parieto occipital,0.08,0,beta
posterior parietal,0.08,0,beta
posterior cingulate,0.078,0,beta
v5,0.078,0,beta
memory retrieval,0.075,0,beta
intraparietal sulcus,0.074,0,beta
videos,0.073,0,beta
spatial attention,0.073,0,beta
visuospatial,0.073,0,beta
default mode,0.07,0,beta
default,0.068,0,beta
posterior,0.068,0,beta
action observation,0.068,0,beta
eye movements,0.067,0,beta
retrieval,0.067,0,beta
parietal cortex,0.067,0,beta
occipito temporal,0.066,0,beta
fusiform,0.065,0,beta
attention,0.065,0,beta
face,0.065,0,beta
superior parietal,0.065,0,beta
orienting,0.065,0,beta
attentional,0.064,0,beta
dmn,0.064,0,beta
selective attention,0.063,0,beta
selective,0.063,0,beta
episodic,0.061,0,beta
cortex precuneus,0.061,0,beta
visual motion,0.06,0,beta
visual perception,0.06,0,beta
ips,0.058,0,beta
occipitotemporal,0.057,0,beta
sulcus ips,0.057,0,beta
video,0.056,0,beta
intentional,0.056,0,beta
visual cortices,0.055,0,beta
parietal junction,0.052,0,beta
body,0.052,0,beta
temporo parietal,0.052,0,beta
calculation,0.052,0,beta
perceptual,0.052,0,beta
frontoparietal,0.051,0,beta
perception,0.05,0,beta
occipitotemporal cortex,0.049,0,beta
connectivity,0.049,0,beta
pcc,0.049,0,beta
navigation,0.049,0,beta
parietal frontal,0.048,0,beta
eye,0.048,0,beta
network dmn,0.048,0,beta
ppc,0.048,0,beta
visually,0.048,0,beta
rotation,0.047,0,beta
reaching,0.047,0,beta
junction,0.047,0,beta
episodic memory,0.046,0,beta
viewing,0.046,0,beta
temporoparietal,0.046,0,beta
fusiform face,0.045,0,beta
locations,0.045,0,beta
visual field,0.045,0,beta
default network,0.044,0,beta
tpj,0.043,0,beta
temporo,0.043,0,beta
frontoparietal network,0.043,0,beta
fusiform gyrus,0.043,0,beta
retrosplenial,0.042,0,beta
rest,0.042,0,beta
grasping,0.042,0,beta
modalities,0.042,0,beta
faces,0.041,0,beta
cortex ppc,0.041,0,beta
junction tpj,0.04,0,beta
letter,0.04,0,beta
visuo,0.04,0,beta
dimensional,0.039,0,beta
actions,0.039,0,beta
action,0.039,0,beta
video clips,0.039,0,beta
visual attention,0.039,0,beta
ffa,0.038,0,beta
lingual gyrus,0.037,0,beta
spl,0.037,0,beta
switching,0.037,0,beta
color,0.036,0,beta
virtual,0.036,0,beta
face ffa,0.036,0,beta
cortex pcc,0.035,0,beta
recollection,0.035,0,beta
functional connectivity,0.035,0,beta
visual stimuli,0.033,0,beta
object recognition,0.033,0,beta
facial expression,0.032,0,beta
psts,0.032,0,beta
fixation,0.032,0,beta
dorsal attention,0.032,0,beta
inferior parietal,0.032,0,beta
hands,0.032,0,beta
spatial information,0.032,0,beta
eye fields,0.031,0,beta
lingual,0.03,0,beta
saccades,0.03,0,beta
predictions,0.03,0,beta
stream,0.03,0,beta
beliefs,0.03,0,beta
item,0.029,0,beta
parietal lobule,0.029,0,beta
temporoparietal junction,0.029,0,beta
occipital temporal,0.028,0,beta
attention network,0.028,0,beta
gaze,0.027,0,beta
information,0.027,0,beta
knowledge,0.027,0,beta
fronto parietal,0.027,0,beta
matching,0.027,0,beta
target,0.027,0,beta
shifts,0.026,0,beta
supramarginal gyrus,0.026,0,beta
human,0.026,0,beta
goals,0.025,0,beta
shapes,0.025,0,beta
items,0.025,0,beta
tasks,0.025,0,beta
fusiform gyri,0.025,0,beta
preparatory,0.025,0,beta
gestures,0.025,0,beta
parietal occipital,0.025,0,beta
passively,0.024,0,beta
chinese,0.024,0,beta
imagery,0.024,0,beta
watching,0.024,0,beta
characters,0.024,0,beta
multisensory,0.024,0,beta
recognition memory,0.024,0,beta
autobiographical memory,0.024,0,beta
temporal parietal,0.023,0,beta
supramarginal,0.023,0,beta
memory,0.023,0,beta
category,0.023,0,beta
frontal eye,0.023,0,beta
saccade,0.023,0,beta
arithmetic,0.022,0,beta
visuomotor,0.022,0,beta
face recognition,0.022,0,beta
targets,0.021,0,beta
streams,0.021,0,beta
subtraction,0.021,0,beta
task positive,0.021,0,beta
dorsal premotor,0.021,0,beta
retrieved,0.02,0,beta
fronto,0.02,0,beta
imitation,0.02,0,beta
orthographic,0.02,0,beta
eye movement,0.02,0,beta
posterior superior,0.02,0,beta
memories,0.02,0,beta
symbolic,0.019,0,beta
tools,0.019,0,beta
planning,0.019,0,beta
spontaneous,0.019,0,beta
mentalizing,0.019,0,beta
attentional control,0.018,0,beta
midline,0.018,0,beta
visuo spatial,0.018,0,beta
gyrus precuneus,0.018,0,beta
visual word,0.018,0,beta
task,0.018,0,beta
parietal network,0.018,0,beta
anterior intraparietal,0.017,0,beta
agent,0.017,0,beta
space,0.017,0,beta
familiar,0.017,0,beta
execution,0.017,0,beta
perceiving,0.017,0,beta
sn,0.017,0,beta
cortex suggest,0.017,0,beta
reading,0.016,0,beta
parietal lobules,0.016,0,beta
mental imagery,0.016,0,beta
lateral parietal,0.016,0,beta
illusion,0.016,0,beta
detecting,0.015,0,beta
movements,0.015,0,beta
erp,0.015,0,beta
eye field,0.015,0,beta
sulcus sts,0.015,0,beta
recognition,0.015,0,beta
categories,0.014,0,beta
task relevant,0.014,0,beta
person,0.014,0,beta
m1,0.014,0,beta
hand,0.014,0,beta
cross modal,0.013,0,beta
temporal occipital,0.013,0,beta
visually presented,0.013,0,beta
autism,0.013,0,beta
attending,0.013,0,beta
monitoring,0.013,0,beta
memory performance,0.013,0,beta
frontal parietal,0.012,0,beta
autobiographical,0.012,0,beta
mirror,0.012,0,beta
sensory,0.012,0,beta
switch,0.012,0,beta
flexibility,0.012,0,beta
retrosplenial cortex,0.012,0,beta
integrating,0.012,0,beta
schizophrenic,0.012,0,beta
intervals,0.012,0,beta
deprivation,0.012,0,beta
nogo,0.011,0,beta
mind,0.011,0,beta
lateral medial,0.011,0,beta
handed,0.011,0,beta
intense,0.011,0,beta
cortex m1,0.011,0,beta
remembered,0.011,0,beta
images,0.01,0,beta
demand,0.01,0,beta
congruency,0.01,0,beta
domain general,0.01,0,beta
familiarity,0.01,0,beta
inhibition,0.01,0,beta
memory test,0.01,0,beta
conjunction,0.01,0,beta
amnestic,0.01,0,beta
contralateral,0.01,0,beta
recognize,0.01,0,beta
real world,0.01,0,beta
expression,0.009,0,beta
communication,0.009,0,beta
occipital lobe,0.009,0,beta
parietal lobe,0.009,0,beta
load,0.009,0,beta
memory encoding,0.009,0,beta
cortical,0.009,0,beta
depth,0.009,0,beta
hand movements,0.009,0,beta
shifting,0.009,0,beta
working,0.009,0,beta
index finger,0.009,0,beta
pointing,0.009,0,beta
tracking,0.009,0,beta
pairs,0.008,0,beta
attended,0.008,0,beta
button,0.008,0,beta
facial,0.008,0,beta
encode,0.008,0,beta
readers,0.008,0,beta
working memory,0.008,0,beta
lobule ipl,0.008,0,beta
rule,0.008,0,beta
naming,0.008,0,beta
tone,0.008,0,beta
cortex parietal,0.008,0,beta
forms,0.008,0,beta
mental state,0.008,0,beta
detection task,0.007,0,beta
cortex inferior,0.007,0,beta
confidence,0.007,0,beta
lobule,0.007,0,beta
demands,0.007,0,beta
remember,0.007,0,beta
temporal sulcus,0.007,0,beta
letters,0.007,0,beta
superior middle,0.007,0,beta
place,0.007,0,beta
pictures,0.007,0,beta
memory wm,0.006,0,beta
premotor,0.006,0,beta
congruent incongruent,0.006,0,beta
memory tasks,0.006,0,beta
stroke,0.006,0,beta
matching task,0.006,0,beta
bilinguals,0.006,0,beta
stimulation tms,0.006,0,beta
naturalistic,0.006,0,beta
ipl,0.006,0,beta
selection,0.006,0,beta
visual stimulus,0.006,0,beta
complex,0.006,0,beta
hub,0.006,0,beta
magnetic stimulation,0.006,0,beta
task difficulty,0.005,0,beta
theory mind,0.005,0,beta
judgment,0.005,0,beta
finger movements,0.005,0,beta
superior inferior,0.005,0,beta
facial expressions,0.005,0,beta
dominant,0.005,0,beta
unfamiliar,0.005,0,beta
cue,0.005,0,beta
manual,0.005,0,beta
dorsal,0.005,0,beta
touch,0.005,0,beta
theory,0.005,0,beta
judgments,0.005,0,beta
cued,0.005,0,beta
occipital parietal,0.005,0,beta
goal directed,0.005,0,beta
angry,0.005,0,beta
cognitive task,0.004,0,beta
encoding,0.004,0,beta
arm,0.004,0,beta
character,0.004,0,beta
percept,0.004,0,beta
congruent,0.004,0,beta
demanding,0.004,0,beta
interhemispheric,0.004,0,beta
auditory visual,0.004,0,beta
anterior posterior,0.004,0,beta
rules,0.004,0,beta
low level,0.004,0,beta
executed,0.004,0,beta
cortex middle,0.004,0,beta
cortex frontal,0.004,0,beta
adaptation,0.004,0,beta
inhibit,0.004,0,beta
lateral,0.003,0,beta
oddball,0.003,0,beta
performance,0.003,0,beta
motor task,0.003,0,beta
memory load,0.003,0,beta
hubs,0.003,0,beta
salience network,0.003,0,beta
motor premotor,0.003,0,beta
detected,0.003,0,beta
audiovisual,0.003,0,beta
superior,0.003,0,beta
contextual,0.003,0,beta
goal,0.003,0,beta
reorganization,0.003,0,beta
orientation,0.003,0,beta
sensory information,0.003,0,beta
mci,0.003,0,beta
response time,0.003,0,beta
spatial temporal,0.003,0,beta
gyrus mfg,0.003,0,beta
covert,0.003,0,beta
sources,0.003,0,beta
sequence,0.002,0,beta
sts,0.002,0,beta
sensorimotor cortex,0.002,0,beta
maintenance,0.002,0,beta
consciousness,0.002,0,beta
cognitive processes,0.002,0,beta
relational,0.002,0,beta
premotor cortex,0.002,0,beta
limb,0.002,0,beta
discriminated,0.002,0,beta
mental states,0.002,0,beta
dorsal ventral,0.002,0,beta
remembering,0.002,0,beta
expertise,0.001,0,beta
dimension,0.001,0,beta
spatiotemporal,0.001,0,beta
elderly,0.001,0,beta
expressions,0.001,0,beta
consistency,0.001,0,beta
lexical decision,0.001,0,beta
postcentral,0.001,0,beta
compensatory,0.001,0,beta
difficult,0.001,0,beta
concurrent,0.001,0,beta
intentions,0.001,0,beta
alpha,0.001,0,beta
motor pre,0.001,0,beta
belief,0.001,0,beta
interference,0.001,0,beta
inferior superior,0.001,0,beta
word form,0.001,0,beta
addition,0.001,0,beta
read,0.001,0,beta
risky,0.001,0,beta
rt,0.001,0,beta
cortex ventral,0.001,0,beta
construction,0.001,0,beta
compensation,0.001,0,beta
primary sensorimotor,0.001,0,beta
ventral dorsal,0.001,0,beta
unilateral,0.0,0,beta
memory task,0.0,0,beta
priming,0.0,0,beta
inferior prefrontal,0.0,0,beta
cortex dorsolateral,0.0,0,beta
mnemonic,0.0,0,beta
wm,0.0,0,beta
tactile,0.0,0,beta
lateralization,0.0,0,beta
cues,0.0,0,beta
solving,0.0,0,beta
expressed,0.0,0,beta
motor imagery,0.0,0,beta
parietal cortices,0.0,0,beta
capture,0.0,0,beta
referential,0.0,0,beta
preparation,0.0,0,beta
disease,0.0,0,beta
mild cognitive,0.0,0,beta
plasticity,0.0,0,beta
instructions,0.0,0,beta
correctly,-0.001,0,beta
life,-0.001,0,beta
cingulate gyrus,-0.001,0,beta
verbal,-0.001,0,beta
size,-0.001,0,beta
spatially,-0.001,0,beta
associations,-0.001,0,beta
act,-0.001,0,beta
bilaterally,-0.001,0,beta
controlled,-0.001,0,beta
primary motor,-0.001,0,beta
behavioral measures,-0.001,0,beta
relevance,-0.001,0,beta
compensate,-0.001,0,beta
children,-0.001,0,beta
ipsilateral,-0.001,0,beta
serial,-0.001,0,beta
performance task,-0.001,0,beta
discriminative,-0.001,0,beta
adolescence,-0.001,0,beta
adolescent,-0.001,0,beta
magnitude,-0.001,0,beta
s1,-0.001,0,beta
memory processes,-0.001,0,beta
ability,-0.001,0,beta
economic,-0.001,0,beta
epilepsy,-0.001,0,beta
childhood,-0.001,0,beta
identification,-0.001,0,beta
eyes,-0.001,0,beta
